,origin_city,dest_city,FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,day_of_week
0,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-01,DL,2066,TUS,ATL,14:30:00,1459.0,29.0,10.0,1509.0,2011.0,17.0,20:03:00,2028.0,25.0,0.0,0,0.0,213.0,209.0,182.0,1541.0,11.0,0.0,0.0,0.0,14.0,Sunday
1,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-02,DL,1127,TUS,ATL,06:00:00,637.0,37.0,10.0,647.0,1157.0,6.0,11:29:00,1203.0,34.0,0.0,0,0.0,209.0,206.0,190.0,1541.0,34.0,0.0,0.0,0.0,0.0,Monday
2,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-02,DL,2066,TUS,ATL,14:30:00,1447.0,17.0,10.0,1457.0,1943.0,9.0,20:05:00,1952.0,-13.0,0.0,0,0.0,215.0,185.0,166.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
3,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-03,DL,1127,TUS,ATL,06:00:00,559.0,-1.0,29.0,628.0,1116.0,5.0,11:29:00,1121.0,-8.0,0.0,0,0.0,209.0,202.0,168.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
4,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-03,DL,2066,TUS,ATL,14:30:00,1441.0,11.0,11.0,1452.0,1939.0,9.0,20:05:00,1948.0,-17.0,0.0,0,0.0,215.0,187.0,167.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
5,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-04,DL,1127,TUS,ATL,06:00:00,558.0,-2.0,9.0,607.0,1047.0,11.0,11:29:00,1058.0,-31.0,0.0,0,0.0,209.0,180.0,160.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
6,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-04,DL,2066,TUS,ATL,14:30:00,1452.0,22.0,18.0,1510.0,1957.0,12.0,20:05:00,2009.0,4.0,0.0,0,0.0,215.0,197.0,167.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
7,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-05,DL,1127,TUS,ATL,06:00:00,558.0,-2.0,12.0,610.0,1052.0,5.0,11:29:00,1057.0,-32.0,0.0,0,0.0,209.0,179.0,162.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
8,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-05,DL,2066,TUS,ATL,14:30:00,1439.0,9.0,15.0,1454.0,1939.0,8.0,20:05:00,1947.0,-18.0,0.0,0,0.0,215.0,188.0,165.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
9,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-06,DL,1127,TUS,ATL,06:00:00,559.0,-1.0,14.0,613.0,1058.0,6.0,11:29:00,1104.0,-25.0,0.0,0,0.0,209.0,185.0,165.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
10,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-06,DL,2066,TUS,ATL,14:30:00,1430.0,0.0,18.0,1448.0,1932.0,6.0,20:05:00,1938.0,-27.0,0.0,0,0.0,215.0,188.0,164.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
11,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-07,DL,1614,TUS,ATL,07:00:00,756.0,56.0,20.0,816.0,1316.0,6.0,12:28:00,1322.0,54.0,0.0,0,0.0,208.0,206.0,180.0,1541.0,0.0,54.0,0.0,0.0,0.0,Saturday
12,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-08,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,10.0,706.0,1208.0,20.0,12:30:00,1228.0,-2.0,0.0,0,0.0,210.0,212.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
13,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-08,DL,652,TUS,ATL,14:51:00,1450.0,-1.0,15.0,1505.0,2014.0,9.0,20:27:00,2023.0,-4.0,0.0,0,0.0,216.0,213.0,189.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
14,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-09,DL,652,TUS,ATL,14:51:00,1449.0,-2.0,10.0,1459.0,2005.0,15.0,20:27:00,2020.0,-7.0,0.0,0,0.0,216.0,211.0,186.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
15,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-09,DL,2636,TUS,ATL,07:00:00,649.0,-11.0,14.0,703.0,1205.0,6.0,12:30:00,1211.0,-19.0,0.0,0,0.0,210.0,202.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
16,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-10,DL,652,TUS,ATL,14:51:00,1439.0,-12.0,12.0,1451.0,1946.0,14.0,20:27:00,2000.0,-27.0,0.0,0,0.0,216.0,201.0,175.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
17,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-10,DL,2636,TUS,ATL,07:00:00,650.0,-10.0,14.0,704.0,1159.0,5.0,12:30:00,1204.0,-26.0,0.0,0,0.0,210.0,194.0,175.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
18,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-11,DL,652,TUS,ATL,14:51:00,1444.0,-7.0,12.0,1456.0,1957.0,12.0,20:27:00,2009.0,-18.0,0.0,0,0.0,216.0,205.0,181.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
19,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-11,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,11.0,707.0,1202.0,10.0,12:30:00,1212.0,-18.0,0.0,0,0.0,210.0,196.0,175.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
20,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-12,DL,652,TUS,ATL,14:51:00,1451.0,0.0,9.0,1500.0,2000.0,14.0,20:27:00,2014.0,-13.0,0.0,0,0.0,216.0,203.0,180.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
21,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-12,DL,2636,TUS,ATL,07:00:00,1313.0,373.0,25.0,1338.0,1833.0,17.0,12:30:00,1850.0,380.0,0.0,0,0.0,210.0,217.0,175.0,1541.0,373.0,0.0,7.0,0.0,0.0,Thursday
22,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-13,DL,652,TUS,ATL,14:51:00,1550.0,59.0,11.0,1601.0,2101.0,19.0,20:27:00,2120.0,53.0,0.0,0,0.0,216.0,210.0,180.0,1541.0,6.0,0.0,0.0,0.0,47.0,Friday
23,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-13,DL,2636,TUS,ATL,07:00:00,657.0,-3.0,15.0,712.0,1215.0,6.0,12:30:00,1221.0,-9.0,0.0,0,0.0,210.0,204.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
24,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-14,DL,2636,TUS,ATL,07:00:00,700.0,0.0,10.0,710.0,1210.0,4.0,12:28:00,1214.0,-14.0,0.0,0,0.0,208.0,194.0,180.0,1541.0,0.0,0.0,0.0,0.0,0.0,Saturday
25,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-15,DL,652,TUS,ATL,14:51:00,1444.0,-7.0,9.0,1453.0,1956.0,5.0,20:25:00,2001.0,-24.0,0.0,0,0.0,214.0,197.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
26,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-15,DL,2636,TUS,ATL,07:00:00,648.0,-12.0,14.0,702.0,1214.0,7.0,12:28:00,1221.0,-7.0,0.0,0,0.0,208.0,213.0,192.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
27,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-16,DL,652,TUS,ATL,14:51:00,1439.0,-12.0,14.0,1453.0,1948.0,11.0,20:27:00,1959.0,-28.0,0.0,0,0.0,216.0,200.0,175.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
28,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-16,DL,2636,TUS,ATL,07:00:00,652.0,-8.0,12.0,704.0,1155.0,4.0,12:30:00,1159.0,-31.0,0.0,0,0.0,210.0,187.0,171.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
29,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-17,DL,652,TUS,ATL,14:51:00,1451.0,0.0,14.0,1505.0,2008.0,15.0,20:27:00,2023.0,-4.0,0.0,0,0.0,216.0,212.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
30,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-17,DL,2636,TUS,ATL,07:00:00,659.0,-1.0,10.0,709.0,1204.0,5.0,12:30:00,1209.0,-21.0,0.0,0,0.0,210.0,190.0,175.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
31,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-18,DL,652,TUS,ATL,14:51:00,1444.0,-7.0,10.0,1454.0,1948.0,11.0,20:27:00,1959.0,-28.0,0.0,0,0.0,216.0,195.0,174.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
32,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-18,DL,2636,TUS,ATL,07:00:00,651.0,-9.0,21.0,712.0,1209.0,4.0,12:30:00,1213.0,-17.0,0.0,0,0.0,210.0,202.0,177.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
33,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-19,DL,652,TUS,ATL,14:51:00,1440.0,-11.0,10.0,1450.0,1943.0,13.0,20:27:00,1956.0,-31.0,0.0,0,0.0,216.0,196.0,173.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
34,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-19,DL,2636,TUS,ATL,07:00:00,653.0,-7.0,19.0,712.0,1212.0,7.0,12:30:00,1219.0,-11.0,0.0,0,0.0,210.0,206.0,180.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
35,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-20,DL,652,TUS,ATL,14:51:00,1459.0,8.0,11.0,1510.0,2002.0,10.0,20:27:00,2012.0,-15.0,0.0,0,0.0,216.0,193.0,172.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
36,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-20,DL,2636,TUS,ATL,07:00:00,655.0,-5.0,17.0,712.0,1204.0,7.0,12:30:00,1211.0,-19.0,0.0,0,0.0,210.0,196.0,172.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
37,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-21,DL,2636,TUS,ATL,07:00:00,713.0,13.0,16.0,729.0,1236.0,11.0,12:28:00,1247.0,19.0,0.0,0,0.0,208.0,214.0,187.0,1541.0,0.0,13.0,6.0,0.0,0.0,Saturday
38,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-22,DL,652,TUS,ATL,14:51:00,1446.0,-5.0,9.0,1455.0,1951.0,12.0,20:27:00,2003.0,-24.0,0.0,0,0.0,216.0,197.0,176.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
39,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-22,DL,2636,TUS,ATL,07:00:00,655.0,-5.0,12.0,707.0,1202.0,11.0,12:30:00,1213.0,-17.0,0.0,0,0.0,210.0,198.0,175.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
40,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-23,DL,652,TUS,ATL,14:51:00,1501.0,10.0,14.0,1515.0,2007.0,8.0,20:27:00,2015.0,-12.0,0.0,0,0.0,216.0,194.0,172.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
41,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-23,DL,2636,TUS,ATL,07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,12:30:00,0.0,0.0,1.0,B,0.0,210.0,0.0,0.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
42,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-24,DL,652,TUS,ATL,14:51:00,1502.0,11.0,27.0,1529.0,2016.0,5.0,20:27:00,2021.0,-6.0,0.0,0,0.0,216.0,199.0,167.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
43,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-24,DL,2636,TUS,ATL,07:00:00,658.0,-2.0,11.0,709.0,1153.0,6.0,12:30:00,1159.0,-31.0,0.0,0,0.0,210.0,181.0,164.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
44,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-25,DL,652,TUS,ATL,14:51:00,1452.0,1.0,24.0,1516.0,2012.0,9.0,20:27:00,2021.0,-6.0,0.0,0,0.0,216.0,209.0,176.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
45,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-25,DL,2636,TUS,ATL,07:00:00,648.0,-12.0,43.0,731.0,1217.0,5.0,12:30:00,1222.0,-8.0,0.0,0,0.0,210.0,214.0,166.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
46,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-26,DL,652,TUS,ATL,14:51:00,1518.0,27.0,10.0,1528.0,2005.0,12.0,20:27:00,2017.0,-10.0,0.0,0,0.0,216.0,179.0,157.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
47,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-26,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,35.0,731.0,1207.0,4.0,12:30:00,1211.0,-19.0,0.0,0,0.0,210.0,195.0,156.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
48,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-27,DL,652,TUS,ATL,14:51:00,1442.0,-9.0,22.0,1504.0,1943.0,10.0,20:27:00,1953.0,-34.0,0.0,0,0.0,216.0,191.0,159.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
49,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-27,DL,2636,TUS,ATL,07:00:00,653.0,-7.0,30.0,723.0,1202.0,8.0,12:30:00,1210.0,-20.0,0.0,0,0.0,210.0,197.0,159.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
50,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-28,DL,2636,TUS,ATL,07:00:00,658.0,-2.0,57.0,755.0,1247.0,8.0,12:28:00,1255.0,27.0,0.0,0,0.0,208.0,237.0,172.0,1541.0,0.0,0.0,27.0,0.0,0.0,Saturday
51,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-29,DL,652,TUS,ATL,14:51:00,1602.0,71.0,11.0,1613.0,123.0,11.0,20:27:00,134.0,0.0,0.0,0,1.0,216.0,0.0,0.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
52,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-29,DL,2636,TUS,ATL,07:00:00,652.0,-8.0,12.0,704.0,1215.0,9.0,12:30:00,1224.0,-6.0,0.0,0,0.0,210.0,212.0,191.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
53,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-30,DL,652,TUS,ATL,14:51:00,1511.0,20.0,12.0,1523.0,2029.0,6.0,20:27:00,2035.0,8.0,0.0,0,0.0,216.0,204.0,186.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
54,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-30,DL,2636,TUS,ATL,07:00:00,653.0,-7.0,16.0,709.0,1215.0,10.0,12:30:00,1225.0,-5.0,0.0,0,0.0,210.0,212.0,186.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
55,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-31,DL,652,TUS,ATL,14:51:00,1448.0,-3.0,15.0,1503.0,2015.0,10.0,20:27:00,2025.0,-2.0,0.0,0,0.0,216.0,217.0,192.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
56,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-01-31,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,9.0,705.0,1212.0,7.0,12:30:00,1219.0,-11.0,0.0,0,0.0,210.0,203.0,187.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
57,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-01,DL,652,TUS,ATL,14:51:00,1446.0,-5.0,13.0,1459.0,2011.0,11.0,20:27:00,2022.0,-5.0,0.0,0,0.0,216.0,216.0,192.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
58,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-01,DL,2636,TUS,ATL,07:00:00,657.0,-3.0,10.0,707.0,1218.0,7.0,12:30:00,1225.0,-5.0,0.0,0,0.0,210.0,208.0,191.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
59,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-02,DL,652,TUS,ATL,14:51:00,1445.0,-6.0,12.0,1457.0,2001.0,10.0,20:27:00,2011.0,-16.0,0.0,0,0.0,216.0,206.0,184.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
60,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-02,DL,2636,TUS,ATL,07:00:00,650.0,-10.0,10.0,700.0,1202.0,7.0,12:30:00,1209.0,-21.0,0.0,0,0.0,210.0,199.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
61,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-03,DL,652,TUS,ATL,14:51:00,1440.0,-11.0,17.0,1457.0,1954.0,11.0,20:27:00,2005.0,-22.0,0.0,0,0.0,216.0,205.0,177.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
62,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-03,DL,2636,TUS,ATL,07:00:00,655.0,-5.0,10.0,705.0,1159.0,5.0,12:30:00,1204.0,-26.0,0.0,0,0.0,210.0,189.0,174.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
63,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-04,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,11.0,707.0,1155.0,5.0,12:28:00,1200.0,-28.0,0.0,0,0.0,208.0,184.0,168.0,1541.0,0.0,0.0,0.0,0.0,0.0,Saturday
64,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-05,DL,652,TUS,ATL,14:51:00,1443.0,-8.0,12.0,1455.0,1959.0,9.0,20:25:00,2008.0,-17.0,0.0,0,0.0,214.0,205.0,184.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
65,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-05,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,10.0,706.0,1205.0,11.0,12:28:00,1216.0,-12.0,0.0,0,0.0,208.0,200.0,179.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
66,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-06,DL,652,TUS,ATL,14:51:00,1448.0,-3.0,14.0,1502.0,2002.0,12.0,20:27:00,2014.0,-13.0,0.0,0,0.0,216.0,206.0,180.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
67,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-06,DL,2636,TUS,ATL,07:00:00,659.0,-1.0,10.0,709.0,1212.0,6.0,12:30:00,1218.0,-12.0,0.0,0,0.0,210.0,199.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
68,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-07,DL,652,TUS,ATL,14:51:00,1441.0,-10.0,24.0,1505.0,2005.0,21.0,20:27:00,2026.0,-1.0,0.0,0,0.0,216.0,225.0,180.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
69,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-07,DL,2636,TUS,ATL,07:00:00,700.0,0.0,11.0,711.0,1219.0,4.0,12:30:00,1223.0,-7.0,0.0,0,0.0,210.0,203.0,188.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
70,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-08,DL,652,TUS,ATL,14:51:00,1448.0,-3.0,19.0,1507.0,2009.0,14.0,20:27:00,2023.0,-4.0,0.0,0,0.0,216.0,215.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
71,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-08,DL,2636,TUS,ATL,07:00:00,703.0,3.0,12.0,715.0,1212.0,13.0,12:30:00,1225.0,-5.0,0.0,0,0.0,210.0,202.0,177.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
72,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-09,DL,652,TUS,ATL,14:51:00,1441.0,-10.0,11.0,1452.0,1956.0,17.0,20:27:00,2013.0,-14.0,0.0,0,0.0,216.0,212.0,184.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
73,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-09,DL,2636,TUS,ATL,07:00:00,653.0,-7.0,14.0,707.0,1211.0,6.0,12:30:00,1217.0,-13.0,0.0,0,0.0,210.0,204.0,184.0,1541.0,0.0,0.0,0.0,0.0,0.0,Thursday
74,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-10,DL,652,TUS,ATL,14:51:00,1455.0,4.0,9.0,1504.0,2009.0,9.0,20:27:00,2018.0,-9.0,0.0,0,0.0,216.0,203.0,185.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
75,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-10,DL,2636,TUS,ATL,07:00:00,649.0,-11.0,18.0,707.0,1209.0,6.0,12:30:00,1215.0,-15.0,0.0,0,0.0,210.0,206.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Friday
76,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-11,DL,2636,TUS,ATL,07:00:00,654.0,-6.0,10.0,704.0,1207.0,7.0,12:28:00,1214.0,-14.0,0.0,0,0.0,208.0,200.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Saturday
77,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-12,DL,652,TUS,ATL,14:51:00,1439.0,-12.0,11.0,1450.0,2001.0,19.0,20:27:00,2020.0,-7.0,0.0,0,0.0,216.0,221.0,191.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
78,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-12,DL,2636,TUS,ATL,07:00:00,656.0,-4.0,12.0,708.0,1210.0,9.0,12:30:00,1219.0,-11.0,0.0,0,0.0,210.0,203.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Sunday
79,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-13,DL,652,TUS,ATL,14:51:00,1445.0,-6.0,12.0,1457.0,2002.0,12.0,20:27:00,2014.0,-13.0,0.0,0,0.0,216.0,209.0,185.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
80,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-13,DL,2636,TUS,ATL,07:00:00,652.0,-8.0,11.0,703.0,1206.0,6.0,12:30:00,1212.0,-18.0,0.0,0,0.0,210.0,200.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Monday
81,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-14,DL,2636,TUS,ATL,07:00:00,658.0,-2.0,11.0,709.0,1211.0,9.0,12:30:00,1220.0,-10.0,0.0,0,0.0,210.0,202.0,182.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
82,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-14,DL,652,TUS,ATL,14:51:00,1445.0,-6.0,12.0,1457.0,1953.0,8.0,20:27:00,2001.0,-26.0,0.0,0,0.0,216.0,196.0,176.0,1541.0,0.0,0.0,0.0,0.0,0.0,Tuesday
83,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-15,DL,652,TUS,ATL,14:51:00,1445.0,-6.0,11.0,1456.0,2005.0,9.0,20:27:00,2014.0,-13.0,0.0,0,0.0,216.0,209.0,189.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
84,"TUCSON, ARIZONA, USA               ","ATLANTA, GEORGIA, USA              ",2017-02-15,DL,2636,TUS,ATL,07:00:00,658.0,-2.0,13.0,711.0,1214.0,10.0,12:30:00,1224.0,-6.0,0.0,0,0.0,210.0,206.0,183.0,1541.0,0.0,0.0,0.0,0.0,0.0,Wednesday
